Column,id,title,publication,date
107745,161221,Protesters Prepare For Women’s March After Trump’s Inauguration,NPR,2017-01-20T00:00:00Z
107752,161228,Trump’s Pick To Lead USDA Heads To Washington With Some Political Baggage,NPR,2017-01-20T00:00:00Z
107760,161236,Campaign Trail Trump On Display As He Goes To CIA On First Day As President,NPR,2017-01-21T00:00:00Z
107761,161237,President Trump’s First Hours In Office,NPR,2017-01-21T00:00:00Z
107762,161239,Trump’s Executive Order Could Dismantle Parts Of ACA Before Replacement Is Ready ,NPR,2017-01-21T00:00:00Z
107764,161241,Trump Signs Executive Order To ’Ease The Burdens Of Obamacare’,NPR,2017-01-20T00:00:00Z
107765,161243,"Trump Vows Policy Vision Of  ’America First,’ Recalling Phrase’s Controversial Past",NPR,2017-01-21T00:00:00Z
107767,161245,"PHOTOS: Trump Ends Inauguration Day His Way, With Dances At 3 Balls",NPR,2017-01-21T00:00:00Z
107768,161247,The Trump Foreign Policy Doctrine — In 3 Points,NPR,2017-01-20T00:00:00Z
107774,161257,Will Trump’s Tough Talk On Immigration Cause A Farm Labor Shortage?,NPR,2017-01-21T00:00:00Z
107777,161267,"Trump Aide Says He Won’t Release Tax Returns, Claiming Most People Don’t Care",NPR,2017-01-22T00:00:00Z
107778,161268,"Mothers, Daughters, Sisters And Men Unite To Protest Trump’s Presidency",NPR,2017-01-21T00:00:00Z
107781,161271,Trump Administration Goes To War With The Media Over Inauguration Crowd Size,NPR,2017-01-21T00:00:00Z
107784,161277,Fact Check: Science And The Trump Administration,NPR,2017-01-22T00:00:00Z
107788,161288,Trump Files Documents To Shift Management Of Businesses To His Sons,NPR,2017-01-23T00:00:00Z
107789,161289,Ethics Experts File Lawsuit Saying Trump’s Overseas Interests Violate Constitution,NPR,2017-01-23T00:00:00Z
107790,161290,"Trump Signs 3 Memorandums, Including Withdrawal From Pacific Trade Deal",NPR,2017-01-23T00:00:00Z
107791,161291,President Trump Now Owns These 7 National Security Challenges,NPR,2017-01-23T00:00:00Z
107792,161292,"Trump Promises Tax Cuts, Less Red Tape — So Long As Businesses Stay In U.S.",NPR,2017-01-23T00:00:00Z
107794,161294,"Trump’s Telecom Chief Is Ajit Pai, Critic Of Net Neutrality Rules",NPR,2017-01-23T00:00:00Z
107817,161321,"Trump’s Move On Keystone XL, Dakota Access Outrages Activists",NPR,2017-01-24T00:00:00Z
107818,161322,"Trump Gives Green Light To Keystone, Dakota Access Pipelines",NPR,2017-01-24T00:00:00Z
107825,161330,Budget Director Nominee: Obama Inauguration Crowds Were Bigger Than Trump’s,NPR,2017-01-24T00:00:00Z
107832,161338,Trump Still Insists Millions Voted Illegally. (There’s Still No Evidence Of That),NPR,2017-01-24T00:00:00Z
107833,161339,The Status Of Trump’s Cabinet: Where Everyone Is In The Process And How It Works,NPR,2017-01-24T00:00:00Z
107837,161343,Some Firms Are Harnessing Trump’s Tweets As A Marketing Strategy,NPR,2017-01-24T00:00:00Z
107839,161345,Suspended ’Saturday Night Live’ Writer Apologizes For Tweet About Barron Trump,NPR,2017-01-24T00:00:00Z
107844,161350,’A Nation Without Borders Is Not A Nation’: Trump Moves Forward With U.S.-Mexico Wall,NPR,2017-01-25T00:00:00Z
107845,161351,President Trump Is Moving Forward With His Wall. Is It Really Going To Happen?,NPR,2017-01-25T00:00:00Z
107853,161360,"California Eyes Climate Leadership Role, But Trump’s EPA Holds A Key On Cars",NPR,2017-01-25T00:00:00Z
107857,161364,"As Trump Hotels Expand, Trump Club Also Raises Fees — And Eyebrows",NPR,2017-01-25T00:00:00Z
107859,161366,Trump Threatens To ’Send In The Feds’ Over Chicago’s Violent Crime,NPR,2017-01-25T00:00:00Z
